SampleID,SiteID,Date,Year,State,StreamName,LatutudeWQ,LongitudeWQ,HabitatType,habitat,WaterTemp_C,DOPercent,DO_mgL,Turbidity_NTU,Conductivity_Scm,pH,Topeka_Shiner
139,Otter_StevensonNorth_Oxbow,22-Jun-17,2017,IA,Otter_Creek,42.77846866,-93.91160974,Restored_Oxbow,oxbow,22.7,,3.85,23.8,474.4,7.4,12
65,71516-2,15-Jul-16,2016,MN,Beaver_Creek,43.72995264,-96.29285269,Restored_Oxbow,oxbow,29.9,,12.67,27.1,489,9,19
134,60817-1,8-Jun-17,2017,IA,West_Buttrick_Creek,42.12047203,-94.31915703,Restored_Oxbow,oxbow,22.65,,9.97,22.2,493,8.45,0
42,62916-2,29-Jun-16,2016,IA,Camp_Creek,42.35991188,-94.82730736,Restored_Oxbow,oxbow,25.9,,5.4,31.2,494.2,8.2,0
10,60816-1,8-Jun-16,2016,IA,Cedar_Creek,42.2573437,-94.5314167,Restored_Oxbow,oxbow,29,,6.34,34.1,504,8.5,0
13,60816-3,8-Jun-16,2016,IA,Cedar_Creek,42.25681541,-94.53055335,Restored_Oxbow,oxbow,23.8,,4.87,46.7,507,8.4,0
219,52417-1,24-May-17,2017,MN,Trib_to_Rock_River,43.92928683,-96.18498865,Restored_Oxbow,oxbow,26,,7.19,22.2,508.7,8.3,31
44,63016-2,30-Jun-16,2016,IA,Cedar_Creek,42.1773511,-94.56013048,Restored_Oxbow,oxbow,22.2,,4.92,24.6,514.2,8.3,0
81,80316-1,3-Aug-16,2016,IA,Cedar_Creek,42.24967431,-94.53411248,Restored_Oxbow,oxbow,23.86,,5.73,26,519.1,8.4,0
218,52417-6,24-May-17,2017,MN,Trib_to_Rock_River,43.86694419,-96.20430149,Restored_Oxbow,oxbow,25.51,,6.51,25.7,519.9,8.4,221
120,Lyons_120_Oxbow,13-Oct-16,2016,IA,Lyons_Creek,42.47552093,-93.78352517,Restored_Oxbow,oxbow,26.4,,6.72,17.8,525,8.5,0
36,62216-2,22-Jun-16,2016,IA,Lake_Creek,42.30144347,-94.69717273,Restored_Oxbow,oxbow,35.4,,9.37,51.3,528,8.6,0
2,60216-2,2-Jun-16,2016,IA,Prairie_Creek,42.2611013,-94.80033754,Restored_Oxbow,oxbow,23.5,,6.43,2.77,531,8.9,0
220,52417-2,24-May-17,2017,MN,Trib_to_Rock_River,43.93174708,-96.18571855,Restored_Oxbow,oxbow,24.36,,5.79,28.3,534.8,8.3,223
57,71116-2,11-Jul-16,2016,IA,West_Buttrick_Creek,42.12138309,-94.3192147,Restored_Oxbow,oxbow,26.54,,8.9,32.8,544,8.05,19
121,WFC_JonesWest_Oxbow,12-Oct-16,2016,IA,White_Fox_Creek,42.59629062,-93.75783516,Restored_Oxbow,oxbow,22.1,,9.6,9.1,565,8.8,0
98,Prairie_3_Oxbow,18-Jul-16,2016,IA,Prairie_Creek,42.87326272,-93.99424142,Restored_Oxbow,oxbow,26.1,,2.95,80,567,8.4,148
174,71317-1,13-Jul-17,2017,IA,Lake_Creek,42.24597656,-94.78128978,Restored_Oxbow,oxbow,24.01,,5.11,18.5,568,8.25,0
82,80316-2,3-Aug-16,2016,IA,Cedar_Creek,42.25008447,-94.53417758,Restored_Oxbow,oxbow,25.75,,6.61,26.4,571.1,8.4,0
135,60817-2,8-Jun-17,2017,IA,West_Buttrick_Creek,42.12137603,-94.3192878,Restored_Oxbow,oxbow,24.48,,8.9,32.8,574,8.25,0
35,62216-1,22-Jun-16,2016,IA,Lake_Creek,42.30316584,-94.69044875,Restored_Oxbow,oxbow,23.8,,0.406,9.81,582,8.2,0
76,72316-2,23-Jul-16,2016,IA,West_Buttrick_Creek,42.12583623,-94.32023104,Restored_Oxbow,oxbow,24.23,,2.08,13,583,7.59,1
75,72316-1,23-Jul-16,2016,IA,West_Buttrick_Creek,42.12514025,-94.32044887,Restored_Oxbow,oxbow,25.55,,1.45,14.4,586,7.5,1
183,Boone_Dahlstrom_Oxbow,31-Jul-17,2017,IA,Boone_River,42.71563055,-93.95299233,Restored_Oxbow,oxbow,18.9,,2.99,24.9,596,7.4,36
17,61016-1,10-Jun-16,2016,IA,Cedar_Creek,42.25321654,-94.53561898,Restored_Oxbow,oxbow,29,,3.85,23.1,603,7.9,2
175,71317-2,13-Jul-17,2017,IA,Lake_Creek,42.24327693,-94.78188916,Restored_Oxbow,oxbow,23.31,,3.42,19.8,609,7.09,0
43,63016-1,30-Jun-16,2016,IA,Cedar_Creek,42.18024492,-94.55334943,Restored_Oxbow,oxbow,24.17,,3,37.8,620,7,0
14,60816-4,8-Jun-16,2016,IA,Cedar_Creek,42.25194291,-94.53387653,Restored_Oxbow,oxbow,30.1,,4.97,55.9,625,8.2,26
167,70517-1,5-Jul-17,2017,MN,Beaver_Creek,43.73190514,-96.27028428,Restored_Oxbow,oxbow,24.84,,7.21,38.1,644,8.37,732
1,60216-1,2-Jun-16,2016,IA,Prairie_Creek,42.26085223,-94.80111498,Restored_Oxbow,oxbow,21.5,,2.11,5.98,645,8.2,0
18,61016-2,10-Jun-16,2016,IA,Cedar_Creek,42.25481685,-94.53616042,Restored_Oxbow,oxbow,28.9,,4.75,16.9,650,8,1
58,71116-3,11-Jul-16,2016,IA,West_Buttrick_Creek,42.12325395,-94.32007604,Restored_Oxbow,oxbow,25.63,,3.59,48.8,653,8.04,6
148,Prairie_17_Oxbow,5-Jun-17,2017,IA,Prairie_Creek,42.91944993,-94.07380608,Restored_Oxbow,oxbow,18.8,,9.18,61.6,654,8.1,318
141,Eagle_147_Oxbow,16-Jun-17,2017,IA,Eagle_Creek,42.62867936,-93.84457603,Restored_Oxbow,oxbow,24.9,,6.8,14,656,7.8,0
168,70517-2,5-Jul-17,2017,MN,Beaver_Creek,43.7322726,-96.28927631,Restored_Oxbow,oxbow,28.13,,10.6,29.7,658,8.35,2
140,WFC_Frohling_Oxbow,20-Jun-17,2017,IA,White_Fox_Creek,42.60046543,-93.75453841,Restored_Oxbow,oxbow,22.4,,2.9,34.9,665,7.9,0
136,WFC_Peterson_Oxbow,27-Jun-17,2017,IA,White_Fox_Creek,42.55852742,-93.77600035,Restored_Oxbow,oxbow,17.6,,5,26.5,676,7.6,0
122,WFC_JonesEast_Oxbow,12-Oct-16,2016,IA,White_Fox_Creek,42.59670076,-93.75689206,Restored_Oxbow,oxbow,20.3,,7.85,5.3,677,8,0
59,71116-4,11-Jul-16,2016,IA,West_Buttrick_Creek,42.12364001,-94.32131526,Restored_Oxbow,oxbow,21.66,,6.15,68.2,700,7.47,2
125,53117-2,31-May-17,2017,IA,West_Buttrick_Creek,42.19876373,-94.34437997,Restored_Oxbow,oxbow,19.2,,2.51,15.2,739,8.04,0
124,53117-1,31-May-17,2017,IA,West_Buttrick_Creek,42.19809437,-94.34511939,Restored_Oxbow,oxbow,17.71,,5.5,25,740,8.39,0
34,61716-2,17-Jun-16,2016,IA,Cedar_Creek,42.26810018,-94.50759943,Restored_Oxbow,oxbow,26.9,,7.93,16.8,745,8.2,0
126,53117-3,31-May-17,2017,IA,West_Buttrick_Creek,42.19761756,-94.34410011,Restored_Oxbow,oxbow,19.13,,4.48,34.2,746,8.05,0
64,71516-1,15-Jul-16,2016,MN,Beaver_Creek,43.73033323,-96.29211844,Restored_Oxbow,oxbow,25.4,,14.48,44.2,760,9.5,30
27,Eagle_146_Oxbow,17-Jun-16,2016,IA,Eagle_Creek,42.62410899,-93.84947643,Restored_Oxbow,oxbow,26.5,,5.16,28.3,762,8.5,16
22,61216-1,12-Jun-16,2016,IA,Prairie_Creek,42.2645129,-94.79645489,Restored_Oxbow,oxbow,27,,0.21,8.16,797,8,0
23,61216-2,12-Jun-16,2016,IA,Prairie_Creek,42.26595804,-94.79559446,Restored_Oxbow,oxbow,29.1,,3.7,5.23,812,8.1,0
11,60816-2,8-Jun-16,2016,IA,Cedar_Creek,42.25241786,-94.53333272,Restored_Oxbow,oxbow,29.4,,3.32,17.1,831,8.1,5
83,80516-1,5-Aug-16,2016,MN,Mound_Creek,43.71347935,-96.17416406,Restored_Oxbow,oxbow,23.2,,3.64,17.9,859,8.7,105
169,70617-1,6-Jul-17,2017,MN,Mound_Creek,43.71348336,-96.17433383,Restored_Oxbow,oxbow,23.2,,3.64,17.9,859,8.7,29
164,62017-1,20-Jun-17,2017,IA,West_Buttrick_Creek,42.16541448,-94.33451431,Restored_Oxbow,oxbow,14.72,,4.78,22,923,7.84,0
259,Van_Diest,23-Jul-19,2019,IA,Lyon_Creeks,42.49728989,-93.76669559,Restored_Oxbow,oxbow,25.72,,8.57,28.3,449,7.9,0
273,Frye_North,21-May-20,2020,IA,White_Fox_Creek,42.52344482,-93.7877626,Restored_Oxbow,oxbow,,,,25.5,252.7,,0
311,Scharn_East,21-May-20,2020,IA,Cedar_Creek,42.42252032,-94.94148231,Restored_Oxbow,oxbow,,,,89,258,,0
301,Nelson_West,8-Jun-20,2020,IA,Lyons_Creek,42.48953957,-93.7678932,Restored_Oxbow,oxbow,,,,28.7,309,,0
309,Scharn_East,27-May-20,2020,IA,Cedar_Creek,42.42252032,-94.94148231,Restored_Oxbow,oxbow,,,,215,347,,0
316,Sterns,19-May-20,2020,IA,Lyons_Creek,42.49353778,-93.76768048,Restored_Oxbow,oxbow,,,,64.9,364,,0
302,Nelson_West,27-May-20,2020,IA,Lyons_Creek,42.48953957,-93.7678932,Restored_Oxbow,oxbow,,,,187,375,,0
252,Hefty_North,25-Jul-19,2019,IA,Boone_River,42.88833305,-94.01161431,Restored_Oxbow,oxbow,22.6,,4.56,30.2,393.8,7.65,3
261,Wallace,30-Jul-19,2019,IA,Trib._to_Indian_Creek,42.30243933,-94.99032842,Restored_Oxbow,oxbow,24.78,,2.89,15.4,399.4,7.44,0
228,Hefty_North,28-Jun-19,2019,IA,Boone_River,42.88833305,-94.01161431,Restored_Oxbow,oxbow,28.95,,7,81.02,402.6,8.64,51
293,Maples_South,18-May-20,2020,IA,Lyons_Creek,42.47710919,-93.7746624,Restored_Oxbow,oxbow,,,,19,403,,0
317,Sterns,26-May-20,2020,IA,Lyons_Creek,42.49353778,-93.76768048,Restored_Oxbow,oxbow,,,,38.5,418,,0
319,Sterns,2-Jun-20,2020,IA,Lyons_Creek,42.49353778,-93.76768048,Restored_Oxbow,oxbow,,,,20.8,426,,0
257,Mrazek_South,26-Jul-19,2019,IA,Otter_Creek,42.81368752,-93.85704837,Restored_Oxbow,oxbow,28.06,,14.53,26.53,429.4,7.95,10
287,Jones_West,5-Jun-20,2020,IA,White_Fox_Creek,42.59615684,-93.75786999,Restored_Oxbow,oxbow,,,,26.5,434,,0
310,Scharn_East,10-Jun-20,2020,IA,Cedar_Creek,42.42252032,-94.94148231,Restored_Oxbow,oxbow,,,,42.7,434,,0
296,Nelson_East,19-May-20,2020,IA,Lyons_Creek,42.488799,-93.76739863,Restored_Oxbow,oxbow,,,,30.8,435,,0
297,Nelson_East,26-May-20,2020,IA,Lyons_Creek,42.488799,-93.76739863,Restored_Oxbow,oxbow,,,,36.3,441,,0
300,Nelson_West,1-Jun-20,2020,IA,Lyons_Creek,42.48953957,-93.7678932,Restored_Oxbow,oxbow,,,,41.7,442,,0
260,Voss,24-Jul-19,2019,IA,Eagle_Creek,42.62090923,-93.84910967,Restored_Oxbow,oxbow,24.92,,11.46,21.13,442.2,8.32,0
230,McClellan,1-Jul-19,2019,IA,Boone_River,42.91948654,-94.07050355,Restored_Oxbow,oxbow,24.29,,4.92,34.66,444.4,7.91,87
308,Scharn_East,3-Jun-20,2020,IA,Cedar_Creek,42.42252032,-94.94148231,Restored_Oxbow,oxbow,,,,35.6,449,,0
236,Voss,25-Jun-19,2019,IA,Eagle_Creek,42.62090923,-93.84910967,Restored_Oxbow,oxbow,24.32,,5.408,40.36,449.8,8.33,0
303,Nelson_West,20-May-20,2020,IA,Lyons_Creek,42.48953957,-93.7678932,Restored_Oxbow,oxbow,,,,57.3,457,,0
256,Mrazek_Northwest,1-Aug-19,2019,IA,Otter_Creek,42.814143,-93.86175289,Restored_Oxbow,oxbow,22.88,,16.27,30.33,458.8,8.65,1
255,Mrazek_North,1-Aug-19,2019,IA,Otter_Creek,42.81522381,-93.85765183,Restored_Oxbow,oxbow,26.62,,16.27,30.33,458.8,8.648,4
294,Maples_South,2-Jun-20,2020,IA,Lyons_Creek,42.47710919,-93.7746624,Restored_Oxbow,oxbow,,,,14.2,475,,0
224,Fisk,2-Jul-19,2019,IA,Camp_Creek,42.39815815,-94.78450516,Restored_Oxbow,oxbow,23.03,,5.61,6.3,479.2,8.13,0
299,Nelson_East,2-Jun-20,2020,IA,Lyons_Creek,42.488799,-93.76739863,Restored_Oxbow,oxbow,,,,29.6,486,,0
295,Maples_South,26-May-20,2020,IA,Lyons_Creek,42.47710919,-93.7746624,Restored_Oxbow,oxbow,,,,12.3,491,,0
284,Jones_West,11-Jun-20,2020,IA,White_Fox_creek,42.59615684,-93.75786999,Restored_Oxbow,oxbow,,,,10.8,499,,0
235,Van_Diest,24-Jun-19,2019,IA,Lyons_Creek,42.49728989,-93.76669559,Restored_Oxbow,oxbow,28.58,,8.44,28.02,508,8.29,0
298,Nelson_East,9-Jun-20,2020,IA,Lyons_Creek,42.488799,-93.76739863,Restored_Oxbow,oxbow,,,,22.5,515,,0
231,Mrazek_North,27-Jun-19,2019,IA,Otter_Creek,42.81522381,-93.85765183,Restored_Oxbow,oxbow,31.09,,10.72,95.42,516.2,8.82,2
253,Hefty_South,31-Jul-19,2019,IA,Boone_River,42.88710918,-94.01141796,Restored_Oxbow,oxbow,29.58,,8.34,41.37,527.6,8.19,0
285,Jones_West,22-May-20,2020,IA,White_Fox_Creek,42.59615684,-93.75786999,Restored_Oxbow,oxbow,,,,19.7,532,,0
304,Peterson,10-Jun-20,2020,IA,White_Fox_Creek,42.5583155,-93.77581597,Restored_Oxbow,oxbow,,,,71.2,534,,1
233,Mrazek_South,26-Jun-19,2019,IA,Otter_Creek,42.81368752,-93.85704837,Restored_Oxbow,oxbow,24.01,,1.45,41.78,536.6,7.65,0
272,Frye_North,29-May-20,2020,IA,White_Fox_Creek,42.52344482,-93.7877626,Restored_Oxbow,oxbow,,,,39.6,538,,0
318,Sterns,9-Jun-20,2020,IA,Lyons_Creek,42.49353778,-93.76768048,Restored_Oxbow,oxbow,,,,19.9,539,,0
278,Frye_South,28-May-20,2020,IA,White_Fox_Creek,42.52287207,-93.78762879,Restored_Oxbow,oxbow,,,,16.3,540,,0
292,Maples_South,8-Jun-20,2020,IA,Lyons_Creek,42.47710919,-93.7746624,Restored_Oxbow,oxbow,,,,16,543,,0
315,Scharn_West,27-May-20,2020,IA,Cedar_Creek,42.42577539,-94.94251754,Restored_Oxbow,oxbow,,,,77.6,548,,0
229,Hefty_South,28-Jun-19,2019,IA,Boone_River,42.88710918,-94.01141796,Restored_Oxbow,oxbow,25.86,,3.02,41.02,550,8.36,82
225,Amonson,25-Jun-19,2019,IA,Eagle_Creek,42.60714432,-93.84689651,Restored_Oxbow,oxbow,21.29,,3.39,57.2,550.2,7.91,0
307,Peterson,28-May-20,2020,IA,White_Fox_Creek,42.5583155,-93.77581597,Restored_Oxbow,oxbow,,,,42.2,554,,0
274,Frye_North,11-Jun-20,2020,IA,White_Fox_Creek,42.52344482,-93.7877626,Restored_Oxbow,oxbow,,,,9.8,558,,0
276,Frye_South,11-Jun-20,2020,IA,White_Fox_Creek,42.52287207,-93.78762879,Restored_Oxbow,oxbow,,,,4.92,574,,0
234,Sanders,24-Jun-19,2019,IA,Eagle_Creek,42.62878039,-93.8449324,Restored_Oxbow,oxbow,22.8,,1.98,72.46,575.6,7.23,0
277,Frye_South,3-Jun-20,2020,IA,White_Fox_Creek,42.52287207,-93.78762879,Restored_Oxbow,oxbow,,,,6.6,578,,0
306,Peterson,22-May-20,2020,IA,White_Fox_Creek,42.5583155,-93.77581597,Restored_Oxbow,oxbow,,,,51.7,581,,0
305,Peterson,4-Jun-20,2020,IA,White_Fox_Creek,42.5583155,-93.77581597,Restored_Oxbow,oxbow,,,,44.3,585,,0
237,Wallace,2-Aug-19,2019,IA,Trib_to_Indian_Creek,42.30243933,-94.99032842,Restored_Oxbow,oxbow,19.82,,0.63,17.58,588.6,7.32,0
232,Mrazek_Northwest,27-Jun-19,2019,IA,Otter_Creek,42.814143,-93.86175289,Restored_Oxbow,oxbow,25.44,,3.45,50.76,589.8,7.98,1
313,Scharn_West,10-Jun-20,2020,IA,Cedar_Creek,42.42577539,-94.94251754,Restored_Oxbow,oxbow,,,,62.2,592,,0
251,Fisk,30-Jul-19,2019,IA,Camp_Creek,42.39815815,-94.78450516,Restored_Oxbow,oxbow,23.84,,14.83,3.45,602.4,7.57,0
312,Scharn_West,20-May-20,2020,IA,Cedar_Creek,42.42577539,-94.94251754,Restored_Oxbow,oxbow,,,,36.7,604,,0
282,Jones_East,5-Jun-20,2020,IA,White_Fox_Creek,42.59653009,-93.75698958,Restored_Oxbow,oxbow,,,,6.97,605,,0
258,Sanders,23-Jul-19,2019,IA,Eagle_Creek,42.62878039,-93.8449324,Restored_Oxbow,oxbow,19.72,,8.34,4.9,617,7.4,0
286,Jones_West,29-May-20,2020,IA,White_Fox_Creek,42.59615684,-93.75786999,Restored_Oxbow,oxbow,,,,10.03,626,,1
250,Amonson,24-Jul-19,2019,IA,Eagle_Creek,42.60714432,-93.84689651,Restored_Oxbow,oxbow,26,,14.21,25.2,633,8.23,5
291,Maples_North,26-May-20,2020,IA,Lyons_Creek,42.47789779,-93.77444218,Restored_Oxbow,oxbow,,,,3.9,644,,0
290,Maples_North,2-Jun-20,2020,IA,Lyons_Creek,42.47789779,-93.77444218,Restored_Oxbow,oxbow,,,,7.03,648,,0
281,Jones_East,11-Jun-20,2020,IA,White_Fox_Creek,42.59653009,-93.75698958,Restored_Oxbow,oxbow,,,,6.55,652,,0
254,McClellan,26-Jul-19,2019,IA,Boone_River,42.91948654,-94.07050355,Restored_Oxbow,oxbow,19.9,,15.33,37.47,666.2,7.26,18
314,Scharn_West,3-Jun-20,2020,IA,Cedar_Creek,42.42577539,-94.94251754,Restored_Oxbow,oxbow,,,,35.8,679,,0
288,Maples_North,18-May-20,2020,IA,Lyons_Creek,42.47789779,-93.77444218,Restored_Oxbow,oxbow,,,,2.03,689,,0
289,Maples_North,8-Jun-20,2020,IA,Lyons_Creek,42.47789779,-93.77444218,Restored_Oxbow,oxbow,,,,9.97,691,,0
280,Jones_East,22-May-20,2020,IA,White_Fox_Creek,42.59653009,-93.75698958,Restored_Oxbow,oxbow,,,,3.6,709,,0
283,Jones_East,29-May-20,2020,IA,White_Fox_Creek,42.59653009,-93.75698958,Restored_Oxbow,oxbow,,,,2.3,730,,0
15MNBSBVRT35,TS2BW,6/19/2015,2015,MN,Beaver_Creek_Tributary,43.729,-96.268,stream,stream,21.2,151.9,13,25.1,768.1,6.84,33
15MNRKKNZ39,ADBD,6/22/2015,2015,MN,Kanaranzi_Creek,43.644,-95.94,stream,stream,22.18,65.7,5.57,30.6,798.6,6.88,1
16MNBSPPS75,PSBD,6/23/2016,2016,MN,Pipestone_Creek,44.023,-96.33,stream,stream,21.36,146,10.78,10,803.9,8.21,0
15MNBSBVRT36,TSAW,6/19/2015,2015,MN,Beaver_Creek_Tributary,43.729,-96.294,stream,stream,19.17,64.9,5.88,16.9,805.7,6.95,1
15MNBSBVRT37,TSBW,6/19/2015,2015,MN,Beaver_Creek_Tributary,43.726,-96.292,stream,stream,18.53,106.4,9.61,31.4,810,6.95,4
16MNRKKNZ59,ADBD,6/13/2016,2016,MN,Kanaranzi_Creek,43.645,-95.935,stream,stream,22.58,126.5,9.13,22.1,854.4,8.17,0
16MNBSSTR84,NUBD,6/27/2016,2016,MN,Split_Rock_Creek,43.761,-96.452,stream,stream,25.08,136.4,9.39,54.2,887.8,8.28,26
15MNBSPPS40,PSAD,6/23/2015,2015,MN,Pipestone_Creek,44.023,-96.329,stream,stream,15.33,87.3,8.42,30.7,737.7,6.71,5
16MNRKELKT24,MD2A,5/18/2016,2016,MN,Elk_Creek_Tributary,43.687,-95.991,stream,stream,22.18,211.2,15.46,80,516.8,8.88,0
17MNBSBVR87,TS4(b),7/13/2017,2017,MN,Beaver_Creek,43.739,-96.262,stream,stream,18.53,102.1,8.01,72.1,528,7.72,0
15MNRKMND15,BM1A,6/9/2015,2015,MN,Mound_Creek,43.714,-96.174,stream,stream,25.17,101,8,101,561.1,6.78,0
17MNBSWLW46,MO4A,5/23/2017,2017,MN,Willow_Creek_Tributary,44.13,-96.441,stream,stream,9.82,97.8,9.27,32.6,649.7,8.39,0
15MNRKRKR11,AR1A,6/9/2015,2015,MN,Rock_River,43.707,-96.157,stream,stream,25.59,96,7.59,129.7,664.8,6.86,1
18MNBSSTRK12,RK1A,2018,2018,MN,Split_Rock_Creek,43.762,-96.364,stream,stream,12.6,119.4,,113.2,673,,0
16MNBSSTRT20,BU1A,5/17/2016,2016,MN,Split_Rock_Creek_Tributary,43.845,-96.316,stream,stream,14.14,112.7,9.68,11.7,674.9,7.91,52
16MNRKMND01,BM1A,5/16/2016,2016,MN,Mound_Creek,43.714,-96.173,stream,stream,18.8,122.9,9.56,33.3,675.4,8.27,9
18MNBSSTRK15,HR1A,2018,2018,MN,Split_Rock_Creek,43.82,-96.416,stream,stream,19.1,67.6,,110.7,676,,0
17MNBSWLW51,MO1A(123A),5/23/2017,2017,MN,Willow_Creek_Tributary,44.129,-96.445,stream,stream,10.43,109.8,10.26,20.1,682.8,8.49,0
18MNBSSTRK11,RK1A,2018,2018,MN,Split_Rock_Creek,43.768,-96.372,stream,stream,14.1,130.9,,64.4,684,,1
17MNRKELK27,RM2,6/1/2017,2017,MN,Elk_Creek,43.672,-96.066,stream,stream,24.81,318,22.84,48.3,692,8.78,16
17MNRKMND76,BMAD,6/14/2017,2017,MN,Mound_Creek,43.717,-96.186,stream,stream,19.48,107.1,8.2,33,694.2,8.52,23
18MNBSSTRK14,HR1A,2018,2018,MN,Split_Rock_Creek,43.819,-96.416,stream,stream,14.4,63,,83.2,715,,0
