SampleID,Site,source,Date,Year,Time,State,StreamName,Lat,Long,PrimaryCrewMembers,HabitatType,Habitat,GearType,HUC8,Topeka_Shiner,Substrate,BankStability,Depth_m,DepthCategory,Velocity_ms,VelocityCategory,WaterTemp_C,DrainTile,DOPercent,DO_mgL,Nitrate_mgL,Ammonium_mgL,Turbidity_NTU,Chloride_mgL,Conductivity_Scm,pH,SiteNotes
219,52417-1,ISU,24-May-17,2017,,,Trib_to_Rock_River,43.92928683,-96.18498865,,Restored_oxbow,oxbow,,,31,,,,,,,26,,,7.19,,,22.2,,508.7,8.3,
220,52417-2,ISU,24-May-17,2017,,,Trib_to_Rock_River,43.93174708,-96.18571855,,Restored_oxbow,oxbow,,,223,,,,,,,24.36,,,5.79,,,28.3,,534.8,8.3,
218,52417-6,ISU,24-May-17,2017,,,Trib_to_Rock_River,43.86694419,-96.20430149,,Restored_oxbow,oxbow,,,221,,,,,,,25.51,,,6.51,,,25.7,,519.9,8.4,
179,62317-1,ISU,23-Jun-17,2017,,,Little_Rock_River,43.4043491,-95.95025407,,Unrestored_oxbow,oxbow,,,0,,,,,,,23.81,,,4.38,,,17,,578.7,7.9,
180,62317-2,ISU,23-Jun-17,2017,,,Little_Rock_River,43.41230004,-95.94414956,,Unrestored_oxbow,oxbow,,,4,,,,,,,24.05,,,6.17,,,31.9,,548.1,8.4,
177,62317-3,ISU,23-Jun-17,2017,,,Little_Rock_River,43.4471359,-95.90484374,,Unrestored_oxbow,oxbow,,,1,,,,,,,23.07,,,6.26,,,24.3,,540.3,8.2,
178,62417-1,ISU,24-Jun-17,2017,,,Rock_River,43.21672152,-96.27543968,,Unrestored_oxbow,oxbow,,,0,,,,,,,23.48,,,4.4,,,28.1,,498.3,7.9,
167,70517-1,ISU,5-Jul-17,2017,,,Beaver_Creek,43.73190514,-96.27028428,,Restored_oxbow,oxbow,,,732,,,,,,,24.84,,,7.21,,,38.1,,644,8.37,
168,70517-2,ISU,5-Jul-17,2017,,,Beaver_Creek,43.7322726,-96.28927631,,Restored_oxbow,oxbow,,,2,,,,,,,28.13,,,10.6,,,29.7,,658,8.35,
169,70617-1,ISU,6-Jul-17,2017,,,Mound_Creek,43.71348336,-96.17433383,,Restored_oxbow,oxbow,,,29,,,,,,,23.2,,,3.64,,,17.9,,859,8.7,
64,71516-1,ISU,15-Jul-16,2016,,,Beaver_Creek,43.73033323,-96.29211844,,Restored_oxbow,oxbow,,,30,,,,,,,25.4,,,14.48,,,44.2,,760,9.5,
65,71516-2,ISU,15-Jul-16,2016,,,Beaver_Creek,43.72995264,-96.29285269,,Restored_oxbow,oxbow,,,19,,,,,,,29.9,,,12.67,,,27.1,,489,9,
69,71916-1,ISU,19-Jul-16,2016,,,Rock_River,43.49054253,-96.18050369,,Unrestored_oxbow,oxbow,,,2,,,,,,,23.1,,,6.87,,,22.9,,543.8,8.4,
70,71916-2,ISU,19-Jul-16,2016,,,Rock_River,43.49355173,-96.18028927,,Unrestored_oxbow,oxbow,,,29,,,,,,,25.4,,,12.67,,,27.1,,489,9,
71,72016-1,ISU,20-Jul-16,2016,,,Otter_Creek,43.30161034,-96.05671309,,Unrestored_oxbow,oxbow,,,0,,,,,,,23.2,,,4.91,,,31.6,,547.9,7.9,
72,72016-2,ISU,20-Jul-16,2016,,,Otter_Creek,43.29991908,-96.05208354,,Unrestored_oxbow,oxbow,,,0,,,,,,,24.23,,,2.08,,,13,,583,7.6,
83,80516-1,ISU,5-Aug-16,2016,,,Mound_Creek,43.71347935,-96.17416406,,Restored_oxbow,oxbow,,,105,,,,,,,23.2,,,3.64,,,17.9,,859,8.7,
15MNRKKNZ38,ADAD,FWS,6/22/2015,2015,1220,MN,Kanaranzi Creek,43.645,-95.935,"Emerson, Ralston, Mauldin",stream,stream,SN,,0,,Heavily Degraded,0.01,,0.04,,25.13,,46.5,3.71,46.15,0.02,25.9,9923,802.3,6.91,Extremely Incised River Channel
16MNRKKNZ60,ADAD,FWS,6/13/2016,2016,1800,MN,Kanaranzi Creek,43.645,-95.935,"Emerson, Loechner",stream,stream,,Rock,1,,Heavily Degraded,0.73,,0.07,,22.67,,135.3,9.73,22.92,0.41,14.4,30.13,855.4,8.13,
17MNRKKNZ68,ADAM,FWS,6/12/2017,2017,1700,MN,Kanaranzi Creek,43.643,-95.943,"Emerson, Utrup",stream,stream,,,0,,Heavily Degraded,,Deep,,Fast,20.07,,101.5,8.44,36.46,0.13,29.2,105.5,773.8,8.62,
18MNRKKNZ61,ADAM,FWS,2018,2018,,MN,Kanaranzi Creek,43.644,-95.94,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,gravel,activecutbank,,0.475 - 0.914,0.305,moderate,16.5,no,88.3,,15.91,,92.8,,805,,
18MNRKKNZ60,ADAM,FWS,2018,2018,,MN,Kanaranzi Creek,43.644,-95.939,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,sand,activecutbank,,0.475 - 0.914,0.305,moderate,,no,,,,,,,,,
18MNRKKNZ58,ADAM,FWS,2018,2018,,MN,Kanaranzi Creek,43.644,-95.937,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,vegetation,moderate,,0.475 - 0.914,0.305,moderate,,no,,,,,,,,,
18MNRKKNZ59,ADAM,FWS,2018,2018,,MN,Kanaranzi Creek,43.644,-95.937,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,vegetation,moderate,,0.475 - 0.914,0.305,moderate,,no,,,,,,,,,
18MNRKKNZ57,ADAM,FWS,2018,2018,,MN,Kanaranzi Creek,43.645,-95.935,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,sand,moderate,,?0.457,0.152,moderate,17,no,89.6,,16.6,,80.7,,805,,
15MNRKKNZ39,ADBD,FWS,6/22/2015,2015,1030,MN,Kanaranzi Creek,43.644,-95.94,"Emerson, Ralston, Mauldin",stream,stream,SN,,1,,Light to Moderate Degredation,0.17,,0.57,,22.18,,65.7,5.57,48.62,0.02,30.6,12395,798.6,6.88,Moderate Degredation
16MNRKKNZ59,ADBD,FWS,6/13/2016,2016,1530,MN,Kanaranzi Creek,43.645,-95.935,"Emerson, Loechner",stream,stream,,Rock,0,,Light to Moderate Degredation,0.67,,0.27,,22.58,,126.5,9.13,24.7,0.33,22.1,37.91,854.4,8.17,
16MNRKRKR82,AR1,FWS,6/27/2016,2016,1205,MN,Rock River,43.707,-96.158,"Emerson, McClure, Keuler",oxbow,oxbow,,Rock,18,,Light to Moderate Degredation,1.37,,0.01,,25.79,,157.7,10.71,0.23,0.3,50.8,28.63,649.2,8.18,
15MNRKRKR11,AR1A,FWS,6/9/2015,2015,1600,MN,Rock River,43.707,-96.157,"Emerson, Utrup, Ralston",stream,stream,SN,,1,,Heavily Degraded,0.19,,0.61,,25.59,,96,7.59,64.63,0.01,129.7,8408,664.8,6.86,Incised River Channel
16MNRKRKR83,AR1A,FWS,6/27/2016,2016,1325,MN,Rock River,43.707,-96.157,"Emerson, McClure, Keuler",stream,stream,,Rock,1,,Heavily Degraded,0.61,,0.33,,23.45,,114,8.07,12.43,0.32,41.8,37.04,767.2,8.21,
16MNRKRKR80,AR2,FWS,6/27/2016,2016,1200,MN,Rock River,43.705,-96.158,"Emerson, McClure, Keuler",oxbow,oxbow,,Rock,26,,Stable,1.83,,0,,25.71,,126.8,8.49,0.8,0.24,27.3,30.21,473.8,8.43,
15MNRKRKR13,AR23A,FWS,6/9/2015,2015,1230,MN,Rock River,43.705,-96.157,"Emerson, Utrup, Ralston, Gehrke",oxbow,oxbow,SN,,0,,Heavily Degraded,0.21,,0.7,,24,,93,7.53,73.56,0.02,141.3,8540,659.5,6.82,"A lot of hard pan in river bottom. Area had 2"" of rain over the weekend, Very high water levels."
16MN1RKRKR77,AR23A,FWS,6/27/2016,2016,1100,MN,Rock River,43.704,-96.157,"Emerson, McClure, Keuler",stream,stream,,Rock,1,,Heavily Degraded,0.37,,0.81,,22.33,,109.4,7.93,12.49,0.42,45.3,41.13,766.6,8.12,
16MNRKRKR81,AR3,FWS,6/27/2016,2016,1200,MN,Rock River,43.704,-96.158,"Emerson, McClure, Keuler",oxbow,oxbow,,Rock,16,,Stable,1.83,,0,,26.3,,147.6,9.89,0.48,0.29,24,30.78,512.9,8.3,
18MNRKRKR35,BA1,FWS,2018,2018,,MN,Rock River,43.649,-96.199,"KimEmerson,HeidiKeuler,CoryBraastad,Others",oxbow,oxbow,SN,,0,mud,stable,,0.475 - 0.914,0,moderate,,no,,,,,,,,,
18MNRKRKR36,BA1,FWS,2018,2018,,MN,Rock River,43.649,-96.199,"HeidiKeuler,KimEmerson,CoryBraastad,Others",oxbow,oxbow,SN,,0,vegetation,stable,,0.475 - 0.914,0,moderate,,no,,,,,,,,,
18MNRKRKR34,BA1,FWS,2018,2018,,MN,Rock River,43.649,-96.198,"HeidiKeuler,KimEmerson,Others,CoryBraastad",oxbow,oxbow,SN,,0,mud,stable,,0.475 - 0.914,0,moderate,16.9,no,79.5,,14.5,,106,,1390,,
15MNRKRKR45,BA1,FWS,6/30/2015,2015,940,MN,Rock River,43.649,-96.199,"Emerson, Ralston",stream,stream,SN,,1,,Stable,0,,0.01,,18.48,,.,.,33.73,3.06,25.1,44248,1397,6.26,WTP outlet. Could not get a reading on either LDO
15MNRKRKR46,BA1A,FWS,6/30/2015,2015,930,MN,Rock River,43.648,-96.2,"Emerson, Ralston",stream,stream,SN,,1,,Heavily Degraded,0.18,,0.6,,22.02,,103.2,8.67,33.33,0.34,59.7,7927,773.4,6.94,Downstream of WTP outlet. Just an FYI run upstream had a flow of 0.99m/s.
18MNRKRKR33,BA1A,FWS,2018,2018,,MN,Rock River,43.649,-96.199,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,1,sand,activecutbank,,0.475 - 0.914,0.152,moderate,19.6,no,79.2,,14.03,,89.9,,948,,CUT BANK-LOG
18MNRKRKR40,BA1A ,FWS,2018,2018,,MN,Rock River,43.649,-96.199,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,gravel,activecutbank,,?0.457,0.152,moderate,,no,,,,,,,,,CUT BANK-LOG
17MNRKPLRT85,BA2A,FWS,6/26/2017,2017,1320,MN,Popular Creek Tributary,43.646,-96.201,Emerson,stream,stream,,,2,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
15MNRKRKR48,BL1A,FWS,7/1/2015,2015,1430,MN,Rock River,43.683,-96.193,"Emerson, Ralston, Luke",stream,stream,SN,,7,,Heavily Degraded,0.13,,0.43,,22.96,,126.5,10.4,38.85,0.03,42.8,9253,749.3,7,
15MNRKRKR50,BL2A,FWS,7/1/2015,2015,1215,MN,Rock River,43.678,-96.166,"Emerson, Ralston",stream,stream,SN,,0,,Heavily Degraded,0.2,,0.65,,21.31,,121.1,10.34,38.24,0.03,49,8744,746.6,6.99,
16MNRKMND02,BM1,FWS,5/16/2016,2016,1030,MN,Mound Creek,43.713,-96.174,"Ralston, McClure",oxbow,oxbow,,Rock,41,,Stable,0.91,,0.01,,19.15,,109.6,8.47,0.31,0.14,45,24.3,682.4,8.27,No Fish Sample
18MNRKMND06,BM1,FWS,2018,2018,,MN,Mound Creek,43.714,-96.174,"ScottRalston,KimEmerson,JacobHernandez,JohnReines,CoryBraastad",oxbow,oxbow,SN,,21,sand,stable,,> 0.914,0.152,lowflow,27,no,111.7,,9.2,,87.2,,570,,
15MNRKMND15,BM1A,FWS,6/9/2015,2015,1200,MN,Mound Creek,43.714,-96.174,"Emerson, Utrup, Ralston, Gehrke",stream,stream,SN,,0,,Stable,0.11,,0.35,,25.17,,101,8,46.19,0.04,101,5642,561.1,6.78,Pool downstream of bridge silted in
16MNRKMND01,BM1A,FWS,5/16/2016,2016,845,MN,Mound Creek,43.714,-96.173,"Ralston, McClure",stream,stream,,Rock,9,,Stable,0.88,,0.28,,18.8,,122.9,9.56,24.2,0.13,33.3,34.5,675.4,8.27,No Fish Sample
17MNRKMND76,BMAD,FWS,6/14/2017,2017,1000,MN,Mound Creek,43.717,-96.186,"Emerson, Utrup",stream,stream,,,23,,Stable,.,Mid-depth,,Slow,19.48,,107.1,8.2,27.55,0.14,33,95.01,694.2,8.52,
16MNRKMND90,BO1A,FWS,6/28/2016,2016,1400,MN,Mound Creek,43.544,-96.178,"Emerson, McClure, Keuler",stream,stream,,Rock,0,,Light to Moderate Degredation,0.73,,0.41,,23.98,,113.9,7.99,13.4,0.38,49.4,39.9,796.8,8.22,
18MNRKKNZ53,BR12A,FWS,2018,2018,,MN,"Kanaranzi Creek, East Branch",43.674,-95.778,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,mud,moderate,,0.475 - 0.914,0.305,bankfull,17.4,no,117.5,,19.79,,106.9,,795,,
18MNRKKNZ52,BR12A,FWS,2018,2018,,MN,"Kanaranzi Creek, East Branch",43.675,-95.778,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,gravel,moderate,,0.475 - 0.914,0.305,bankfull,,no,,,,,,,,,
18MNRKKNZ54,BR12A,FWS,2018,2018,,MN,"Kanaranzi Creek, East Branch",43.675,-95.778,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,mud,moderate,,0.475 - 0.914,0.305,bankfull,,no,,,,,,,,,
18MNRKKNZ50,BR1A,FWS,2018,2018,,MN,"Kanaranzi Creek, East Branch",43.679,-95.779,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,gravel,activecutbank,,0.475 - 0.914,0.305,bankfull,,no,,,,,,,,,
18MNBSFDU91,BT1A,FWS,2018,2018,,MN,Flandreau Creek,44.094,-96.436,"KimEmerson,NickUtrup,LouiseMauldin,CoryBraastad",stream,stream,SN,,1,cobble,stable,,0.475 - 0.914,> 0.305,moderate,21.9,no,72.8,,3.49,,108.1,,724,,
18MNBSFDU92,BT1A,FWS,2018,2018,,MN,Flandreau Creek,44.094,-96.436,"KimEmerson,NickUtrup,LouiseMauldin,CoryBraastad",stream,stream,SN,,1,mud,moderate,,0.475 - 0.914,0.305,bankfull,,no,,,,,,,,,
18MNBSFDU90,BT1A,FWS,2018,2018,,MN,Flandreau Creek,44.094,-96.435,"KimEmerson,NickUtrup,LouiseMauldin,CoryBraastad",stream,stream,SN,,0,gravel,moderate,,0.475 - 0.914,> 0.305,moderate,,no,,,,,,,,,
18MNBSFDU93,BT1A ,FWS,2018,2018,,MN,Flandreau Creek,44.094,-96.435,"KimEmerson,NickUtrup,LouiseMauldin,CoryBraastad",stream,stream,SN,,0,gravel,moderate,,0.475 - 0.914,0.305,moderate,,no,,,,,,,,,DS falls
18MNBSFDU94,BT2A,FWS,2018,2018,,MN,Flandreau Creek,44.088,-96.44,"ScottRalston,KimEmerson,NickUtrup,LouiseMauldin,CoryBraastad",stream,stream,SN,,0,gravel,moderate,,0.475 - 0.914,0.152,moderate,,no,,,,,,,,,
18MNBSFDU96,BT2A,FWS,2018,2018,,MN,Flandreau Creek,44.088,-96.439,"ScottRalston,KimEmerson,NickUtrup,LouiseMauldin,CoryBraastad",stream,stream,SN,,1,sand,activecutbank,,0.475 - 0.914,0.152,moderate,22.3,no,84.7,,3.06,,112.8,,741,,
18MNBSFDU95,BT2A ,FWS,2018,2018,,MN,Flandreau Creek,44.088,-96.44,"ScottRalston,KimEmerson,NickUtrup,LouiseMauldin,CoryBraastad",stream,stream,SN,,0,sand,moderate,,?0.457,0.152,moderate,,no,,,,,,,,,
18MNBSFDU101,BT3,FWS,2018,2018,,MN,Flandreau Creek,44.085,-96.439,"ScottRalston,KimEmerson,NickUtrup,LouiseMauldin,CoryBraastad",oxbow,oxbow,SN,,0,mud,moderate,,0.475 - 0.914,0,moderate,22,no,86.5,,0.77,,117.2,,687,,
18MNBSFDU100,BT3A,FWS,2018,2018,,MN,Flandreau Creek,44.085,-96.44,"ScottRalston,KimEmerson,NickUtrup,LouiseMauldin,CoryBraastad",stream,stream,SN,,0,gravel,activecutbank,,0.475 - 0.914,0.152,moderate,22.3,no,89.5,,2.67,,113.6,,741,,
18MNBSFDU98,BT3A,FWS,2018,2018,,MN,Flandreau Creek,44.085,-96.44,"KimEmerson,NickUtrup,LouiseMauldin,CoryBraastad",stream,stream,SN,,0,vegetation,moderate,,0.475 - 0.914,0.152,moderate,,no,,,,,,,,,
18MNBSFDU99,BT3A,FWS,2018,2018,,MN,Flandreau Creek,44.085,-96.44,"ScottRalston,KimEmerson,NickUtrup,LouiseMauldin,CoryBraastad",stream,stream,SN,,0,sand,moderate,,0.475 - 0.914,0.152,moderate,,no,,,,,,,,,
18MNBSFDU97,BT3A ,FWS,2018,2018,,MN,Flandreau Creek,44.085,-96.44,"KimEmerson,NickUtrup,LouiseMauldin,CoryBraastad",stream,stream,SN,,0,cobble,moderate,,0.475 - 0.914,0.305,moderate,,no,,,,,,,,,
18MNBSFDU104,BT4A,FWS,2018,2018,,MN,Flandreau Creek,44.082,-96.441,"ScottRalston,KimEmerson,NickUtrup,LouiseMauldin,CoryBraastad",stream,stream,SN,,0,sand,moderate,,?0.457,0.152,moderate,,no,,,,,,,,,
18MNBSFDU105,BT4A,FWS,2018,2018,,MN,Flandreau Creek,44.082,-96.441,"ScottRalston,KimEmerson,NickUtrup,LouiseMauldin,CoryBraastad",stream,stream,SN,,0,gravel,activecutbank,,0.475 - 0.914,0.152,moderate,22.1,no,85.5,,2.34,,114.7,,745,,
18MNBSFDU102,BT4A ,FWS,2018,2018,,MN,Flandreau Creek,44.082,-96.441,"ScottRalston,KimEmerson,NickUtrup,LouiseMauldin,CoryBraastad",stream,stream,SN,,0,gravel,moderate,,0.475 - 0.914,0.305,moderate,,no,,,,,,,,,
18MNBSFDU103,BT4A ,FWS,2018,2018,,MN,Flandreau Creek,44.082,-96.441,"ScottRalston,KimEmerson,NickUtrup,LouiseMauldin,CoryBraastad",stream,stream,SN,,0,mud,moderate,,0.475 - 0.914,0.152,moderate,,no,,,,,,,,,
19MNBSSTRK12,BU1,FWS,2019,2019,,MN,Split Rock Creek Tributary,43.846,-96.317,"KimEmerson,NickUtrup,Others",oxbow,oxbow,SN,,27,sand,moderate,,> 0.914,0.152,moderate,22.3,no,206.2,,2.38,,27.4,,535,,
16MNBSSTRT20,BU1A,FWS,5/17/2016,2016,1440,MN,Split Rock Creek Tributary,43.845,-96.316,"Utrup, Riens",stream,stream,,Big Sioux,52,,Light to Moderate Degredation,0.15,,0.17,,14.14,,112.7,9.68,23.76,0.04,11.7,51.04,674.9,7.91,
16MNBSSTRT18,BUSP,FWS,5/17/2016,2016,1300,MN,Split Rock Creek Tributary,43.845,-96.316,"Utrup, Riens",oxbow,oxbow,,Big Sioux,45,,Stable,1.52,,0,,17,,139.6,11.28,11,0.1,44.8,40,506.2,8.65,
17MNRKCNRB80,CHANACR,FWS,6/14/2017,2017,1700,MN,Chanarambie Creek,43.885,-96.096,"Emerson, Utrup, Appel, ISU",stream,stream,,,1,,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,
17MNRKRKR21,EH1,FWS,6/1/2017,2017,1335,MN,Rock River,43.7,-96.152,"Emerson, Utrup",oxbow,oxbow,,,18,,Light to Moderate Degradation,,Deep,,Still,24.42,,158.3,11.09,11.33,0.09,50.2,86.46,570.5,8.96,
17MNRKRKR22,EH1A ,FWS,5/16/2017,2017,1650,MN,Rock River,43.7,-96.154,Emerson,stream,stream,,,1,,.,,.,,.,.,.,.,.,.,.,.,.,.,.,
17MNRKRKR63,FE1,FWS,5/24/2017,2017,1355,MN,Rock River,43.897,-96.159,"Emerson, Utrup",oxbow,oxbow,,,21,,Stable,,Deep,,Still,14.89,,138.1,11.65,20.41,0.09,23.6,53.22,590.8,8.5,
16MNRKRKR104,FE1A,FWS,6/30/2016,2016,1100,MN,Rock River,43.897,-96.16,"Emerson, Utrup, Ralston, Keuler",stream,stream,,Rock,9,,Light to Moderate Degredation,0.91,,0.27,,23.65,,136.1,9.61,8.54,0.29,13.9,36.35,729.9,8.23,
17MNRKRKR62,FE2,FWS,5/24/2017,2017,1330,MN,Rock River,43.896,-96.164,"Emerson, Utrup",oxbow,oxbow,,,8,,Stable,,Deep,,Still,14,,91,7.85,37.5,0.12,54.2,76.78,696.8,8.46,
16MNRKRKR103,FE2A,FWS,6/30/2016,2016,1025,MN,Rock River,43.896,-96.164,"Emerson, Utrup, Ralston, Keuler",stream,stream,,Rock,2,,Light to Moderate Degredation,0.37,,0.37,,23.25,,123.5,8.81,8.65,0.4,16.5,36.58,732.4,8.14,
17MNRKRKR61,FE3,FWS,5/24/2017,2017,1235,MN,Rock River,43.894,-96.162,"Emerson, Utrup",oxbow,oxbow,,,21,,Stable,,Deep,,Still,14.3,,123.3,10.54,12.86,0.1,19.4,66.08,605.3,8.42,
16MNRKRKR102,FE34A,FWS,6/30/2016,2016,915,MN,Rock River,43.893,-96.16,"Emerson, Utrup, Ralston, Keuler",stream,stream,,Rock,12,,Heavily Degraded,0.76,,0.17,,22.52,,101.8,7.36,9.32,0.32,23.1,44.98,732.8,8.17,
17MNRKRKR60,FE4,FWS,5/24/2017,2017,1155,MN,Rock River,43.892,-96.16,"Emerson, Utrup",oxbow,oxbow,,,12,,Stable,,Deep,,Still,12.89,,68.8,6.22,12.34,0.21,30.7,105.1,795.1,7.94,
17MNBSWLW56,GE1,FWS,5/23/2017,2017,1515,MN,Willow Creek,44.152,-96.415,"Emerson, Utrup",oxbow,oxbow,,,0,,Light to Moderate Degradation,,Deep,,Still,11.89,,104.8,9.47,37.75,0.08,12.3,105.1,723.2,8.54,
18MNBSWLW117,GE1,FWS,2018,2018,,MN,Willow Creek,44.152,-96.415,"ScottRalston,KimEmerson,CoryBraastad,CarolynSchultz",oxbow,oxbow,SN,,21,mud,moderate,,0.475 - 0.914,0,moderate,19.8,no,56,,8.3,,92.4,,464.7,,
17MNBSWLW54,GE12A,FWS,5/23/2017,2017,1540,MN,Willow Creek,44.15,-96.415,"Emerson, Utrup",stream,stream,,,0,,Stable,,Deep,,Fast,12.17,,108.8,9.76,40.4,0.08,15.7,103.5,726.9,8.56,
16MNBSWLW45b,GE1A,FWS,5/19/2016,2016,1320,MN,Willow Creek,44.151,-96.416,McClure,stream,stream,,Big Sioux,6,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,No water quality taken
17MNBSWLW53,GE2,FWS,5/23/2017,2017,1410,MN,Willow Creek,44.15,-96.414,"Emerson, Utrup",oxbow,oxbow,,,5,,Light to Moderate Degradation,,Mid-depth,,Still,11.51,,105.3,9.61,40.57,0.1,14.8,165.6,681,8.58,
16MNBSWLW45,GE2A,FWS,5/19/2016,2016,1320,MN,Willow Creek,44.15,-96.415,McClure,stream,stream,,Big Sioux,1,,Stable,0.55,,0.44,,17.6,,118,9.4,11.72,0.1,20.4,45.92,788.2,8.24,
17MNBSWLW55,GE3,FWS,5/23/2017,2017,1500,MN,Willow Creek,44.151,-96.416,Emerson,oxbow,oxbow,,,17,,.,,.,,.,.,.,.,.,.,.,.,.,.,.,
